internal_id	source_key	lexeme_ids_json	entity_sha256_json	lemma_json	stratum	pinned	proposal_option_id	constructor	expression	explicit_form_arguments	source_completeness	gf_fit	inference_confidence	review_status	structural_evidence	source_statement_ids_json	source_form_ids_json	p5548_evidence_json	field_evidence_json	complete_record_comparison	gf_record_sha256	pgf_sha256	gf_s_sg_nom_json	gf_s_sg_acc_json	gf_s_sg_dat_json	gf_s_sg_gen_json	gf_s_pl_nom_json	gf_s_pl_acc_json	gf_s_pl_dat_json	gf_s_pl_gen_json	gf_gender_json	gf_co_json	gf_uncap_s_sg_nom_json	gf_uncap_s_sg_acc_json	gf_uncap_s_sg_dat_json	gf_uncap_s_sg_gen_json	gf_uncap_s_pl_nom_json	gf_uncap_s_pl_acc_json	gf_uncap_s_pl_dat_json	gf_uncap_s_pl_gen_json	gf_uncap_co_json	gf_csep_json
wdn_000069_N	L758173	["L758173"]	["12da9b5fc10652770943803e47038532634f9a54d955fe6fa124e79cd734653c"]	"Schuldnerverzeichnis"	regular_neuter	no	wdn_000069_p007	mkN_two	P.mkN "Schuldnerverzeichnis" "Schuldnerverzeichnisse" P.neuter	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L758173$456026F1-3814-4CCD-9F5D-70D13776DF32"]	{"s_pl_acc":["L758173-F8"],"s_pl_dat":["L758173-F7"],"s_pl_gen":["L758173-F6"],"s_pl_nom":["L758173-F5"],"s_sg_acc":["L758173-F4"],"s_sg_dat":["L758173-F3"],"s_sg_gen":["L758173-F2"],"s_sg_nom":["L758173-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	8ff934ab0d89aadd864f8076fbb2d5fd4f7a4165cde79cc50680a93fae9b06ce	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Schuldnerverzeichnis"	"Schuldnerverzeichnis"	"Schuldnerverzeichnis"	"Schuldnerverzeichnisses"	"Schuldnerverzeichnisse"	"Schuldnerverzeichnisse"	"Schuldnerverzeichnissen"	"Schuldnerverzeichnisse"	"neuter"	"Schuldnerverzeichnis"	"schuldnerverzeichnis"	"schuldnerverzeichnis"	"schuldnerverzeichnis"	"schuldnerverzeichnisses"	"schuldnerverzeichnisse"	"schuldnerverzeichnisse"	"schuldnerverzeichnissen"	"schuldnerverzeichnisse"	"schuldnerverzeichnis"	"bind"
wdn_000071_N	L759656	["L759656"]	["4e455a742ae16b949f7948bfd6892657ceac0819e6ba8aab83a7b8a0dab821ae"]	"4-3-3-System"	hyphenated	no	wdn_000071_p002	mkN_lemma_gender	P.mkN "4-3-3-System" P.neuter	1	partial	compatible_with_inference	provisional	sampled	none_recorded	["L759656$91D98984-DF15-4539-8ECE-47D71DA99295"]	{"s_sg_acc":["L759656-F4"],"s_sg_dat":["L759656-F3"],"s_sg_gen":["L759656-F2"],"s_sg_nom":["L759656-F1"]}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	dc5f03c5fe978fb6cd1efb81744a7bd8f648c49dc5659fd63b3de23cac55347b	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"4-3-3-System"	"4-3-3-System"	"4-3-3-System"	"4-3-3-Systems"	"4-3-3-Systemer"	"4-3-3-Systemer"	"4-3-3-Systemern"	"4-3-3-Systemer"	"neuter"	"4-3-3-System"	"4-3-3-System"	"4-3-3-System"	"4-3-3-System"	"4-3-3-Systems"	"4-3-3-Systemer"	"4-3-3-Systemer"	"4-3-3-Systemern"	"4-3-3-Systemer"	"4-3-3-System"	"hyphen"
wdn_000072_N	L761251	["L761251"]	["bf3b07cc96eb167fd1827c00d35a5f95bd61116e24f2dd1d9e6313a7d281c65c"]	"Weißwangengans"	regular_feminine	no	wdn_000072_p007	mkN_two	P.mkN "Weißwangengans" "Weißwangengänse" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L761251$96E1F8B1-1428-4AC6-8203-3FAB742BC341"]	{"s_pl_acc":["L761251-F8"],"s_pl_dat":["L761251-F6"],"s_pl_gen":["L761251-F4"],"s_pl_nom":["L761251-F2"],"s_sg_acc":["L761251-F7"],"s_sg_dat":["L761251-F5"],"s_sg_gen":["L761251-F3"],"s_sg_nom":["L761251-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	d0e90070a7c8ade4fb70d68e210711d03d4cd3b1a9cadee1de1cbd7c5000ea43	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Weißwangengans"	"Weißwangengans"	"Weißwangengans"	"Weißwangengans"	"Weißwangengänse"	"Weißwangengänse"	"Weißwangengänsen"	"Weißwangengänse"	"feminine"	"Weißwangengans"	"weißwangengans"	"weißwangengans"	"weißwangengans"	"weißwangengans"	"weißwangengänse"	"weißwangengänse"	"weißwangengänsen"	"weißwangengänse"	"weißwangengans"	"bind"
wdn_000073_N	L761384	["L761384"]	["0773c25396462bb3480a536f4d69dba33f73007a330f504c21aa74de93477086"]	"Wechselguss"	regular_masculine	no	wdn_000073_p007	mkN_two	P.mkN "Wechselguss" "Wechselgüsse" P.masculine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L761384$8C99744B-48E9-47BD-AF15-602CDF99AAE4"]	{"s_pl_acc":["L761384-F8"],"s_pl_dat":["L761384-F7"],"s_pl_gen":["L761384-F6"],"s_pl_nom":["L761384-F5"],"s_sg_acc":["L761384-F4"],"s_sg_dat":["L761384-F3"],"s_sg_gen":["L761384-F2"],"s_sg_nom":["L761384-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	5f40f3a3f17149f825c1935a569c0527844ba42d8f905b77d173bab0116a1cb6	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Wechselguss"	"Wechselguss"	"Wechselguss"	"Wechselgusses"	"Wechselgüsse"	"Wechselgüsse"	"Wechselgüssen"	"Wechselgüsse"	"masculine"	"Wechselguss"	"wechselguss"	"wechselguss"	"wechselguss"	"wechselgusses"	"wechselgüsse"	"wechselgüsse"	"wechselgüssen"	"wechselgüsse"	"wechselguss"	"bind"
wdn_000077_N	L764130	["L764130"]	["560ca19eb37c2571fa1b6d00b3cc2665d5b00078b67ac99e0275ecc2bb90fb10"]	"Lappe"	irregular_full	no	wdn_000077_p002	mkN_lemma_gender	P.mkN "Lappe" P.masculine	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L764130$B4449F57-B5F2-4CC5-9590-1B64F6BFE7C3"]	{"s_pl_acc":["L764130-F8"],"s_pl_dat":["L764130-F6"],"s_pl_gen":["L764130-F4"],"s_pl_nom":["L764130-F2"],"s_sg_acc":["L764130-F7"],"s_sg_dat":["L764130-F5"],"s_sg_gen":["L764130-F3"],"s_sg_nom":["L764130-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	5cde9d78087854cacc2e43baf3113648211e1691bd4d45bf313d1ed4f84315b4	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Lappe"	"Lappen"	"Lappen"	"Lappen"	"Lappen"	"Lappen"	"Lappen"	"Lappen"	"masculine"	"Lappen"	"lappe"	"lappen"	"lappen"	"lappen"	"lappen"	"lappen"	"lappen"	"lappen"	"lappen"	"bind"
wdn_000078_N	L764498	["L764498"]	["b685a60d999afcd6caa5e1739f47103aa8ae103827a2067b7262342440d00815"]	"PIN"	abbreviation	no	wdn_000078_p002	abbrevN+mkN_lemma_gender	P.abbrevN (P.mkN "PIN" P.feminine)	1	none	compatible_with_inference	provisional	sampled	none_recorded	["L764498$57E8AB89-267A-4372-8B67-A4612BA76961"]	{}	[]	{"co":"provisional_inference","csep":"reviewed_inference","gender":"source_exact","s_pl_acc":"provisional_inference","s_pl_dat":"provisional_inference","s_pl_gen":"provisional_inference","s_pl_nom":"provisional_inference","s_sg_acc":"provisional_inference","s_sg_dat":"provisional_inference","s_sg_gen":"provisional_inference","s_sg_nom":"provisional_inference","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	6a332bfb05cce30dcd262de0711af65a71710aca54ff0b9adace00c99ed19809	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"PIN"	"PIN"	"PIN"	"PIN"	"PINen"	"PINen"	"PINen"	"PINen"	"feminine"	"PIN"	"PIN"	"PIN"	"PIN"	"PIN"	"PINen"	"PINen"	"PINen"	"PINen"	"PIN"	"hyphen"
wdn_000081_N	L766786	["L766786"]	["6d7ed17c66ea9f1964493f2732533e519a4aa01b6599f68a5c3d739fd0e4b6db"]	"Seifenkiste"	invariant	no	wdn_000081_p001	mkN_lemma	P.mkN "Seifenkiste"	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L766786$91B25155-E346-4D3D-BC48-B81EC6470131"]	{"s_pl_acc":["L766786-F8"],"s_pl_dat":["L766786-F6"],"s_pl_gen":["L766786-F4"],"s_pl_nom":["L766786-F2"],"s_sg_acc":["L766786-F7"],"s_sg_dat":["L766786-F5"],"s_sg_gen":["L766786-F3"],"s_sg_nom":["L766786-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	cc7b745f6c4894e782efc4c8cb9edd6542062422811823ccf66864dec8aab0df	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Seifenkiste"	"Seifenkiste"	"Seifenkiste"	"Seifenkiste"	"Seifenkisten"	"Seifenkisten"	"Seifenkisten"	"Seifenkisten"	"feminine"	"Seifenkisten"	"seifenkiste"	"seifenkiste"	"seifenkiste"	"seifenkiste"	"seifenkisten"	"seifenkisten"	"seifenkisten"	"seifenkisten"	"seifenkisten"	"bind"
wdn_000082_N	L767196	["L767196"]	["57655bbd156c61221fdcbd6e9d1c46d2d2a3c8d4799a7d79bc85b2186ea0d8fc"]	"Aktinograph"	irregular_full	no	wdn_000082_p007	mkN_two	P.mkN "Aktinograph" "Aktinographen" P.masculine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L767196$EA89E81F-9C42-4EC1-891A-295802400616"]	{"s_pl_acc":["L767196-F8"],"s_pl_dat":["L767196-F7"],"s_pl_gen":["L767196-F6"],"s_pl_nom":["L767196-F5"],"s_sg_acc":["L767196-F4"],"s_sg_dat":["L767196-F3"],"s_sg_gen":["L767196-F2"],"s_sg_nom":["L767196-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	c68b698364c52b65cc5ab9909925bae3c0c96f5e7d6b76da2c19d5dfd8b9aae9	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Aktinograph"	"Aktinographen"	"Aktinographen"	"Aktinographen"	"Aktinographen"	"Aktinographen"	"Aktinographen"	"Aktinographen"	"masculine"	"Aktinograph"	"aktinograph"	"aktinographen"	"aktinographen"	"aktinographen"	"aktinographen"	"aktinographen"	"aktinographen"	"aktinographen"	"aktinograph"	"bind"
wdn_000083_N	L768509	["L768509"]	["0878f351fa09f997995424719243b23c701ba3a4032eb5b5bddb9f599a1d90db"]	"Osternacht"	regular_feminine	no	wdn_000083_p007	mkN_two	P.mkN "Osternacht" "Osternächte" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L768509$3CE7FB9F-A739-440C-84D9-8F6F45EC1286"]	{"s_pl_acc":["L768509-F8"],"s_pl_dat":["L768509-F6"],"s_pl_gen":["L768509-F4"],"s_pl_nom":["L768509-F2"],"s_sg_acc":["L768509-F7"],"s_sg_dat":["L768509-F5"],"s_sg_gen":["L768509-F3"],"s_sg_nom":["L768509-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	76b24553c7c076118a3fd20b5d82dc9d84005f99133b3c790a747ee3b4f903c6	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Osternacht"	"Osternacht"	"Osternacht"	"Osternacht"	"Osternächte"	"Osternächte"	"Osternächten"	"Osternächte"	"feminine"	"Osternacht"	"osternacht"	"osternacht"	"osternacht"	"osternacht"	"osternächte"	"osternächte"	"osternächten"	"osternächte"	"osternacht"	"bind"
wdn_000086_N	L769465	["L769465"]	["8aa6a124bbbb886ed8b5ff4f15e216b6c886d5d816f2a3680d2a6d7aa930338c"]	"Nachdruckerlaubnis"	regular_feminine	no	wdn_000086_p007	mkN_two	P.mkN "Nachdruckerlaubnis" "Nachdruckerlaubnisse" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L769465$AE005C6A-7426-416C-80B7-C91DD1C0440C"]	{"s_pl_acc":["L769465-F8"],"s_pl_dat":["L769465-F7"],"s_pl_gen":["L769465-F6"],"s_pl_nom":["L769465-F5"],"s_sg_acc":["L769465-F4"],"s_sg_dat":["L769465-F3"],"s_sg_gen":["L769465-F2"],"s_sg_nom":["L769465-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	0a2c9de2b32a4a0e7b34a8212ad2608ea6e673ae7c92df7c068e901a85687633	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Nachdruckerlaubnis"	"Nachdruckerlaubnis"	"Nachdruckerlaubnis"	"Nachdruckerlaubnis"	"Nachdruckerlaubnisse"	"Nachdruckerlaubnisse"	"Nachdruckerlaubnissen"	"Nachdruckerlaubnisse"	"feminine"	"Nachdruckerlaubnis"	"nachdruckerlaubnis"	"nachdruckerlaubnis"	"nachdruckerlaubnis"	"nachdruckerlaubnis"	"nachdruckerlaubnisse"	"nachdruckerlaubnisse"	"nachdruckerlaubnissen"	"nachdruckerlaubnisse"	"nachdruckerlaubnis"	"bind"
wdn_000087_N	L773081	["L773081"]	["6cdfe97d25cec4819b87c747edc854774a9d2a087ad79f97bb57854d539e039b"]	"Eiswand"	regular_feminine	no	wdn_000087_p007	mkN_two	P.mkN "Eiswand" "Eiswände" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L773081$56317221-FBEC-40B0-8D6C-419D61482B55"]	{"s_pl_acc":["L773081-F8"],"s_pl_dat":["L773081-F7"],"s_pl_gen":["L773081-F6"],"s_pl_nom":["L773081-F5"],"s_sg_acc":["L773081-F4"],"s_sg_dat":["L773081-F3"],"s_sg_gen":["L773081-F2"],"s_sg_nom":["L773081-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	687bd94d3e78ab3e45821fa8afbbc5b153b2ecaab2ae3f90c56d4ca919c7a970	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Eiswand"	"Eiswand"	"Eiswand"	"Eiswand"	"Eiswände"	"Eiswände"	"Eiswänden"	"Eiswände"	"feminine"	"Eiswand"	"eiswand"	"eiswand"	"eiswand"	"eiswand"	"eiswände"	"eiswände"	"eiswänden"	"eiswände"	"eiswand"	"bind"
wdn_000088_N	L773173	["L773173"]	["1744aa18d8bb07f238e8d171feb91e914c20305694593f8c2d441aa430477157"]	"Jägerschnitzel"	regular_neuter	no	wdn_000088_p002	mkN_lemma_gender	P.mkN "Jägerschnitzel" P.neuter	1	complete	exact_source_evidence	provisional	sampled	none_recorded	["L773173$D9443DD5-9F71-41DD-ABC8-58E3CF55B41C"]	{"s_pl_acc":["L773173-F8"],"s_pl_dat":["L773173-F6"],"s_pl_gen":["L773173-F4"],"s_pl_nom":["L773173-F2"],"s_sg_acc":["L773173-F7"],"s_sg_dat":["L773173-F5"],"s_sg_gen":["L773173-F3"],"s_sg_nom":["L773173-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	d3ec83f6517cf296bbcfc0123fc47b962bcf2cbcd690a15db10e8065c6c08230	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Jägerschnitzel"	"Jägerschnitzel"	"Jägerschnitzel"	"Jägerschnitzels"	"Jägerschnitzel"	"Jägerschnitzel"	"Jägerschnitzeln"	"Jägerschnitzel"	"neuter"	"Jägerschnitzel"	"jägerschnitzel"	"jägerschnitzel"	"jägerschnitzel"	"jägerschnitzels"	"jägerschnitzel"	"jägerschnitzel"	"jägerschnitzeln"	"jägerschnitzel"	"jägerschnitzel"	"bind"
wdn_000090_N	L773727	["L773727"]	["17f03504a79c6701f7a099a0708f69faf092f15d50d84df7647c7f0e5d87c664"]	"Finanzjahr"	regular_neuter	no	wdn_000090_p007	mkN_two	P.mkN "Finanzjahr" "Finanzjahre" P.neuter	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L773727$FFA95220-CE37-4E0D-9545-CA1395F109F2"]	{"s_pl_acc":["L773727-F8"],"s_pl_dat":["L773727-F6"],"s_pl_gen":["L773727-F4"],"s_pl_nom":["L773727-F2"],"s_sg_acc":["L773727-F7"],"s_sg_dat":["L773727-F5"],"s_sg_gen":["L773727-F3"],"s_sg_nom":["L773727-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	6a42887e3e7a61d4327e440a0567ba632b767274c65c13c53aa86a71e7794794	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Finanzjahr"	"Finanzjahr"	"Finanzjahr"	"Finanzjahres"	"Finanzjahre"	"Finanzjahre"	"Finanzjahren"	"Finanzjahre"	"neuter"	"Finanzjahr"	"finanzjahr"	"finanzjahr"	"finanzjahr"	"finanzjahres"	"finanzjahre"	"finanzjahre"	"finanzjahren"	"finanzjahre"	"finanzjahr"	"bind"
wdn_000092_N	L774638	["L774638"]	["a24893759895a286ff04388efccbfe09b4d5d568a003c44cb4e19455fa6ab56e"]	"Immobilientochter"	regular_feminine	no	wdn_000092_p007	mkN_two	P.mkN "Immobilientochter" "Immobilientöchter" P.feminine	2	complete	exact_source_evidence	provisional	sampled	none_recorded	["L774638$6DBB78FF-B8B1-4298-AE68-C1A8CCD5EB9D"]	{"s_pl_acc":["L774638-F8"],"s_pl_dat":["L774638-F7"],"s_pl_gen":["L774638-F6"],"s_pl_nom":["L774638-F5"],"s_sg_acc":["L774638-F4"],"s_sg_dat":["L774638-F3"],"s_sg_gen":["L774638-F2"],"s_sg_nom":["L774638-F1"]}	[]	{"co":"provisional_inference","csep":"provisional_inference","gender":"source_exact","s_pl_acc":"source_exact","s_pl_dat":"source_exact","s_pl_gen":"source_exact","s_pl_nom":"source_exact","s_sg_acc":"source_exact","s_sg_dat":"source_exact","s_sg_gen":"source_exact","s_sg_nom":"source_exact","uncap_co":"reviewed_inference","uncap_s_pl_acc":"reviewed_inference","uncap_s_pl_dat":"reviewed_inference","uncap_s_pl_gen":"reviewed_inference","uncap_s_pl_nom":"reviewed_inference","uncap_s_sg_acc":"reviewed_inference","uncap_s_sg_dat":"reviewed_inference","uncap_s_sg_gen":"reviewed_inference","uncap_s_sg_nom":"reviewed_inference"}	yes	a61324c97826af35a5006a310f5dd7149e8621a70b4a9d07489ec196eb4e9248	537756d1f474dff804f2564fc787e3f6777d12b4b73dd31811dcf66f04d6bea4	"Immobilientochter"	"Immobilientochter"	"Immobilientochter"	"Immobilientochter"	"Immobilientöchter"	"Immobilientöchter"	"Immobilientöchtern"	"Immobilientöchter"	"feminine"	"Immobilientochter"	"immobilientochter"	"immobilientochter"	"immobilientochter"	"immobilientochter"	"immobilientöchter"	"immobilientöchter"	"immobilientöchtern"	"immobilientöchter"	"immobilientochter"	"bind"
